Problem ID,Run Number,Initial Best,Evals,Improved Fitness,Missing Staff
aircrafts_instance_5,3,0,41559,0,0
aircrafts_instance_5,4,0,87922,0,0
aircrafts_instance_5,5,0,47583,0,0
aircrafts_instance_5,6,0,49291,0,0
aircrafts_instance_5,7,0,64711,0,0
aircrafts_instance_5,8,0,62119,0,0
aircrafts_instance_5,9,0,48538,0,0
aircrafts_instance_5,10,0,69915,0,0
aircrafts_instance_6,1,0,91670,0,0
aircrafts_instance_6,2,0,51914,0,0
aircrafts_instance_6,3,0,70448,0,0
aircrafts_instance_6,4,0,86304,0,0
aircrafts_instance_6,5,0,102701,0,0
aircrafts_instance_6,6,0,122219,0,0
aircrafts_instance_6,7,0,53258,0,0
aircrafts_instance_6,8,0,101446,0,0
aircrafts_instance_6,9,0,76449,0,0
aircrafts_instance_6,10,0,90975,0,0
aircrafts_instance_7,1,0,48972,0,0
aircrafts_instance_7,2,0,66348,0,0
aircrafts_instance_7,3,0,57559,0,0
aircrafts_instance_7,4,0,60907,0,0
aircrafts_instance_7,5,0,65821,0,0
aircrafts_instance_7,6,0,99444,0,0
aircrafts_instance_7,7,0,70506,0,0
aircrafts_instance_7,8,0,49468,0,0
aircrafts_instance_7,9,0,118761,0,0
aircrafts_instance_7,10,0,63316,0,0
aircrafts_instance_8,1,0,109028,0,0
aircrafts_instance_8,2,1,118345,1,1
aircrafts_instance_8,3,0,54196,0,0
aircrafts_instance_8,4,0,127969,0,0
aircrafts_instance_8,5,0,121849,0,0
aircrafts_instance_8,6,0,113477,0,0
aircrafts_instance_8,7,0,66542,0,0
aircrafts_instance_8,8,0,114853,0,0
aircrafts_instance_8,9,0,101469,0,0
aircrafts_instance_8,10,1,73951,1,1
aircrafts_instance_9,1,2,74303,2,2
aircrafts_instance_9,2,1,170605,1,1
aircrafts_instance_9,3,1,119838,1,1
aircrafts_instance_9,4,1,171423,1,1
aircrafts_instance_9,5,4,82431,4,4
aircrafts_instance_9,6,2,110919,2,2
aircrafts_instance_9,7,1,199474,1,1
aircrafts_instance_9,8,3,174947,3,3
aircrafts_instance_9,9,1,111162,1,1
aircrafts_instance_9,10,0,188339,0,0
aircrafts_sample_1,1,1,123852,1,1
aircrafts_sample_1,2,2,149284,2,2
aircrafts_sample_1,3,1,170261,1,1
aircrafts_sample_1,4,0,116309,0,0
aircrafts_sample_1,5,0,145685,0,0
aircrafts_sample_1,6,0,95092,0,0
aircrafts_sample_1,7,5,142996,5,5
aircrafts_sample_1,8,0,183768,0,0
aircrafts_sample_1,9,0,124895,0,0
aircrafts_sample_1,10,1,90991,1,1
aircrafts_sample_10,1,0,68529,0,0
aircrafts_sample_10,2,0,56160,0,0
aircrafts_sample_10,3,0,43172,0,0
aircrafts_sample_10,4,0,45342,0,0
aircrafts_sample_10,5,0,41304,0,0
aircrafts_sample_10,6,0,89775,0,0
aircrafts_sample_10,7,0,77917,0,0
aircrafts_sample_10,8,1,77315,1,1
aircrafts_sample_10,9,0,122172,0,0
aircrafts_sample_10,10,0,80544,0,0
aircrafts_sample_11,1,0,82278,0,0
aircrafts_sample_11,2,0,141514,0,0
aircrafts_sample_11,3,0,113852,0,0
aircrafts_sample_11,4,0,116658,0,0
aircrafts_sample_11,5,0,124509,0,0
aircrafts_sample_11,6,0,100374,0,0
aircrafts_sample_11,7,1,137495,1,1
aircrafts_sample_11,8,1,85813,1,1
aircrafts_sample_11,9,2,193628,2,2
aircrafts_sample_11,10,0,156623,0,0
aircrafts_sample_12,1,0,123612,0,0
aircrafts_sample_12,2,0,126341,0,0
aircrafts_sample_12,3,0,98677,0,0
aircrafts_sample_12,4,0,84240,0,0
aircrafts_sample_12,5,0,166162,0,0
aircrafts_sample_12,6,0,73107,0,0
aircrafts_sample_12,7,0,110268,0,0
aircrafts_sample_12,8,0,146238,0,0
aircrafts_sample_12,9,0,105719,0,0
aircrafts_sample_12,10,0,97328,0,0
aircrafts_sample_13,1,0,180937,0,0
aircrafts_sample_13,2,4,169963,4,4
aircrafts_sample_13,3,1,153881,1,1
aircrafts_sample_13,4,1,181015,1,1
aircrafts_sample_13,5,6,143206,6,6
aircrafts_sample_13,6,3,177549,3,3
aircrafts_sample_13,7,0,169687,0,0
aircrafts_sample_13,8,1,172742,1,1
aircrafts_sample_13,9,0,125952,0,0
aircrafts_sample_13,10,1,177498,1,1
aircrafts_sample_14,1,4,178937,4,4
aircrafts_sample_14,2,3,181024,3,3
aircrafts_sample_14,3,0,99352,0,0
aircrafts_sample_14,4,0,112271,0,0
aircrafts_sample_14,5,1,190573,1,1
aircrafts_sample_14,6,2,179734,2,2
aircrafts_sample_14,7,3,187591,3,3
aircrafts_sample_14,8,0,137269,0,0
aircrafts_sample_14,9,0,130725,0,0
aircrafts_sample_14,10,0,94876,0,0
aircrafts_sample_15,1,0,104608,0,0
aircrafts_sample_15,2,0,91099,0,0
aircrafts_sample_15,3,0,106342,0,0
aircrafts_sample_15,4,3,191462,3,3
aircrafts_sample_15,5,0,85399,0,0
aircrafts_sample_15,6,0,70803,0,0
aircrafts_sample_15,7,0,110372,0,0
aircrafts_sample_15,8,0,73195,0,0
aircrafts_sample_15,9,0,84959,0,0
aircrafts_sample_15,10,0,115776,0,0
aircrafts_sample_16,1,0,123184,0,0
aircrafts_sample_16,2,1,153022,1,1
aircrafts_sample_16,3,0,192167,0,0
aircrafts_sample_16,4,0,147758,0,0
aircrafts_sample_16,5,1,144716,1,1
aircrafts_sample_16,6,0,142166,0,0
aircrafts_sample_16,7,0,136326,0,0
aircrafts_sample_16,8,0,178226,0,0
aircrafts_sample_16,9,1,178245,1,1
aircrafts_sample_16,10,1,193734,1,1
aircrafts_sample_17,1,0,154075,0,0
aircrafts_sample_17,2,0,112023,0,0
aircrafts_sample_17,3,0,117928,0,0
aircrafts_sample_17,4,0,107058,0,0
aircrafts_sample_17,5,0,136574,0,0
aircrafts_sample_17,6,0,141241,0,0
aircrafts_sample_17,7,0,134863,0,0
aircrafts_sample_17,8,2,150431,2,2
aircrafts_sample_17,9,1,179934,1,1
aircrafts_sample_17,10,0,88363,0,0
aircrafts_sample_18,1,0,61350,0,0
aircrafts_sample_18,2,0,116650,0,0
aircrafts_sample_18,3,0,188261,0,0
aircrafts_sample_18,4,0,152042,0,0
aircrafts_sample_18,5,0,65369,0,0
aircrafts_sample_18,6,0,143467,0,0
aircrafts_sample_18,7,0,148475,0,0
aircrafts_sample_18,8,0,89877,0,0
aircrafts_sample_18,9,0,133431,0,0
aircrafts_sample_18,10,0,115454,0,0
aircrafts_sample_19,1,0,140256,0,0
aircrafts_sample_19,2,1,85691,1,1
aircrafts_sample_19,3,2,152600,2,2
aircrafts_sample_19,4,1,89069,1,1
aircrafts_sample_19,5,0,131308,0,0
aircrafts_sample_19,6,0,102333,0,0
aircrafts_sample_19,7,1,127367,1,1
aircrafts_sample_19,8,0,123876,0,0
aircrafts_sample_19,9,0,117592,0,0
aircrafts_sample_19,10,0,177530,0,0
aircrafts_sample_2,1,3,198308,3,3
aircrafts_sample_2,2,0,116515,0,0
aircrafts_sample_2,3,0,165861,0,0
aircrafts_sample_2,4,0,114514,0,0
aircrafts_sample_2,5,7,151422,7,7
aircrafts_sample_2,6,3,176124,3,3
aircrafts_sample_2,7,0,98286,0,0
aircrafts_sample_2,8,5,128774,5,5
aircrafts_sample_2,9,0,77734,0,0
aircrafts_sample_2,10,0,126876,0,0
aircrafts_sample_20,1,0,89788,0,0
aircrafts_sample_20,2,0,100368,0,0
aircrafts_sample_20,3,0,118436,0,0
aircrafts_sample_20,4,0,115443,0,0
aircrafts_sample_20,5,0,116723,0,0
aircrafts_sample_20,6,0,108261,0,0
aircrafts_sample_20,7,0,122299,0,0
aircrafts_sample_20,8,1,103662,1,1
aircrafts_sample_20,9,0,92690,0,0
aircrafts_sample_20,10,0,102881,0,0
aircrafts_sample_21,1,0,178541,0,0
aircrafts_sample_21,2,1,178293,1,1
aircrafts_sample_21,3,0,87165,0,0
aircrafts_sample_21,4,0,180665,0,0
aircrafts_sample_21,5,1,178621,1,1
aircrafts_sample_21,6,0,108720,0,0
aircrafts_sample_21,7,0,133403,0,0
aircrafts_sample_21,8,0,170535,0,0
aircrafts_sample_21,9,0,122382,0,0
aircrafts_sample_21,10,0,197538,0,0
aircrafts_sample_22,1,0,126309,0,0
aircrafts_sample_22,2,0,191856,0,0
aircrafts_sample_22,3,1,179378,1,1
aircrafts_sample_22,4,0,131166,0,0
aircrafts_sample_22,5,0,136379,0,0
aircrafts_sample_22,6,0,169758,0,0
aircrafts_sample_22,7,0,139699,0,0
aircrafts_sample_22,8,2,88805,2,2
aircrafts_sample_22,9,0,151554,0,0
aircrafts_sample_22,10,7,167161,7,7
aircrafts_sample_23,1,2,161286,2,2
aircrafts_sample_23,2,0,161705,0,0
aircrafts_sample_23,3,0,109743,0,0
aircrafts_sample_23,4,0,109432,0,0
aircrafts_sample_23,5,1,134370,1,1
aircrafts_sample_23,6,1,131833,1,1
aircrafts_sample_23,7,1,185750,1,1
aircrafts_sample_23,8,1,199601,1,1
aircrafts_sample_23,9,1,175139,1,1
aircrafts_sample_23,10,0,107320,0,0
aircrafts_sample_24,1,1,157184,1,1
aircrafts_sample_24,2,2,184018,2,2
aircrafts_sample_24,3,1,148018,1,1
aircrafts_sample_24,4,0,192690,0,0
aircrafts_sample_24,5,3,197731,3,3
aircrafts_sample_24,6,2,178179,2,2
aircrafts_sample_24,7,0,195211,0,0
aircrafts_sample_24,8,0,84819,0,0
aircrafts_sample_24,9,0,101403,0,0
aircrafts_sample_24,10,0,193835,0,0
aircrafts_sample_25,1,0,63742,0,0
aircrafts_sample_25,2,0,84829,0,0
aircrafts_sample_25,3,0,50757,0,0
aircrafts_sample_25,4,0,114245,0,0
aircrafts_sample_25,5,0,76324,0,0
aircrafts_sample_25,6,0,73018,0,0
aircrafts_sample_25,7,0,69166,0,0
aircrafts_sample_25,8,0,61511,0,0
aircrafts_sample_25,9,3,99941,3,3
aircrafts_sample_25,10,0,189623,0,0
aircrafts_sample_26,1,1,178066,1,1
aircrafts_sample_26,2,0,104085,0,0
aircrafts_sample_26,3,0,143889,0,0
aircrafts_sample_26,4,0,79169,0,0
aircrafts_sample_26,5,0,79861,0,0
aircrafts_sample_26,6,0,103173,0,0
aircrafts_sample_26,7,0,110362,0,0
aircrafts_sample_26,8,0,74484,0,0
aircrafts_sample_26,9,0,143988,0,0
aircrafts_sample_26,10,0,165697,0,0
aircrafts_sample_27,1,0,100672,0,0
aircrafts_sample_27,2,0,104879,0,0
aircrafts_sample_27,3,0,61710,0,0
aircrafts_sample_27,4,0,100123,0,0
aircrafts_sample_27,5,0,71991,0,0
aircrafts_sample_27,6,0,59777,0,0
aircrafts_sample_27,7,0,74918,0,0
aircrafts_sample_27,8,0,48467,0,0
aircrafts_sample_27,9,0,59244,0,0
aircrafts_sample_27,10,0,66985,0,0
aircrafts_sample_28,1,0,155925,0,0
aircrafts_sample_28,2,0,141979,0,0
aircrafts_sample_28,3,0,99025,0,0
aircrafts_sample_28,4,1,155730,1,1
aircrafts_sample_28,5,0,117288,0,0
aircrafts_sample_28,6,1,150889,1,1
aircrafts_sample_28,7,1,127016,1,1
aircrafts_sample_28,8,1,192923,1,1
aircrafts_sample_28,9,1,124493,1,1
aircrafts_sample_28,10,0,171956,0,0
aircrafts_sample_29,1,0,76344,0,0
aircrafts_sample_29,2,0,116767,0,0
aircrafts_sample_29,3,0,112572,0,0
aircrafts_sample_29,4,0,67606,0,0
aircrafts_sample_29,5,0,160459,0,0
aircrafts_sample_29,6,0,161794,0,0
aircrafts_sample_29,7,1,112876,1,1
aircrafts_sample_29,8,1,118792,1,1
aircrafts_sample_29,9,2,139371,2,2
aircrafts_sample_29,10,0,97463,0,0
aircrafts_sample_3,1,1,139404,1,1
aircrafts_sample_3,2,0,128032,0,0
aircrafts_sample_3,3,0,137167,0,0
aircrafts_sample_3,4,0,105751,0,0
aircrafts_sample_3,5,1,148038,1,1
aircrafts_sample_3,6,0,74583,0,0
aircrafts_sample_3,7,0,186461,0,0
aircrafts_sample_3,8,0,174044,0,0
aircrafts_sample_3,9,3,189437,3,3
aircrafts_sample_3,10,0,188257,0,0
aircrafts_sample_30,1,3,71047,3,3
aircrafts_sample_30,2,0,105425,0,0
aircrafts_sample_30,3,0,110957,0,0
aircrafts_sample_30,4,1,146345,1,1
aircrafts_sample_30,5,0,150806,0,0
aircrafts_sample_30,6,0,124195,0,0
aircrafts_sample_30,7,3,194014,3,3
aircrafts_sample_30,8,0,107416,0,0
aircrafts_sample_30,9,0,132082,0,0
aircrafts_sample_30,10,0,101838,0,0
aircrafts_sample_31,1,0,144481,0,0
aircrafts_sample_31,2,0,82424,0,0
aircrafts_sample_31,3,0,104508,0,0
aircrafts_sample_31,4,0,92495,0,0
aircrafts_sample_31,5,0,55122,0,0
aircrafts_sample_31,6,0,98808,0,0
aircrafts_sample_31,7,0,64601,0,0
aircrafts_sample_31,8,0,115318,0,0
aircrafts_sample_31,9,0,52916,0,0
aircrafts_sample_31,10,0,72789,0,0
aircrafts_sample_32,1,10,161528,10,0
aircrafts_sample_32,2,0,124421,0,0
aircrafts_sample_32,3,0,121591,0,0
aircrafts_sample_32,4,20,194659,20,0
aircrafts_sample_32,5,2,193208,2,2
aircrafts_sample_32,6,1,125593,1,1
aircrafts_sample_32,7,0,144216,0,0
aircrafts_sample_32,8,0,132139,0,0
aircrafts_sample_32,9,2,169941,2,2
aircrafts_sample_32,10,0,154379,0,0
aircrafts_sample_33,1,0,132158,0,0
aircrafts_sample_33,2,0,145757,0,0
aircrafts_sample_33,3,1,101519,1,1
aircrafts_sample_33,4,2,102164,2,2
aircrafts_sample_33,5,0,126414,0,0
aircrafts_sample_33,6,0,97028,0,0
aircrafts_sample_33,7,0,113016,0,0
aircrafts_sample_33,8,1,133581,1,1
aircrafts_sample_33,9,0,118811,0,0
aircrafts_sample_33,10,0,146276,0,0
aircrafts_sample_34,1,0,103110,0,0
aircrafts_sample_34,2,0,72874,0,0
aircrafts_sample_34,3,0,159205,0,0
aircrafts_sample_34,4,1,160631,1,1
aircrafts_sample_34,5,0,99371,0,0
aircrafts_sample_34,6,1,127537,1,1
aircrafts_sample_34,7,0,107362,0,0
aircrafts_sample_34,8,0,143545,0,0
aircrafts_sample_34,9,2,173335,2,2
aircrafts_sample_34,10,0,128089,0,0
aircrafts_sample_35,1,0,133520,0,0
aircrafts_sample_35,2,1,178491,1,1
aircrafts_sample_35,3,3,183248,3,3
aircrafts_sample_35,4,2,125690,2,2
aircrafts_sample_35,5,2,170485,2,2
aircrafts_sample_35,6,2,191075,2,2
aircrafts_sample_35,7,0,188956,0,0
aircrafts_sample_35,8,2,150042,2,2
aircrafts_sample_35,9,0,135550,0,0
aircrafts_sample_35,10,1,151679,1,1
aircrafts_sample_36,1,0,122000,0,0
aircrafts_sample_36,2,1,121323,1,1
aircrafts_sample_36,3,1,111167,1,1
aircrafts_sample_36,4,0,152461,0,0
aircrafts_sample_36,5,0,121478,0,0
aircrafts_sample_36,6,0,149372,0,0
aircrafts_sample_36,7,0,112837,0,0
aircrafts_sample_36,8,0,69278,0,0
aircrafts_sample_36,9,0,112037,0,0
aircrafts_sample_36,10,0,156067,0,0
aircrafts_sample_37,1,0,156552,0,0
aircrafts_sample_37,2,0,126848,0,0
aircrafts_sample_37,3,3,165260,3,3
aircrafts_sample_37,4,0,119182,0,0
aircrafts_sample_37,5,2,173981,2,2
aircrafts_sample_37,6,0,114551,0,0
aircrafts_sample_37,7,0,164205,0,0
aircrafts_sample_37,8,3,162688,3,3
aircrafts_sample_37,9,2,195093,2,2
aircrafts_sample_37,10,0,119028,0,0
aircrafts_sample_38,1,1,97608,1,1
aircrafts_sample_38,2,1,145425,1,1
aircrafts_sample_38,3,0,169759,0,0
aircrafts_sample_38,4,0,121001,0,0
aircrafts_sample_38,5,3,170246,3,3
aircrafts_sample_38,6,0,155890,0,0
aircrafts_sample_38,7,0,70125,0,0
aircrafts_sample_38,8,0,78298,0,0
aircrafts_sample_38,9,0,119859,0,0
aircrafts_sample_38,10,0,98405,0,0
aircrafts_sample_39,1,0,141292,0,0
aircrafts_sample_39,2,1,119054,1,1
aircrafts_sample_39,3,1,130076,1,1
aircrafts_sample_39,4,2,154201,2,2
aircrafts_sample_39,5,0,101658,0,0
aircrafts_sample_39,6,3,154422,3,3
aircrafts_sample_39,7,0,103011,0,0
aircrafts_sample_39,8,0,94369,0,0
aircrafts_sample_39,9,7,178329,7,7
aircrafts_sample_39,10,1,175822,1,1
aircrafts_sample_4,1,0,120225,0,0
aircrafts_sample_4,2,0,173171,0,0
aircrafts_sample_4,3,0,139623,0,0
aircrafts_sample_4,4,0,142168,0,0
aircrafts_sample_4,5,1,87597,1,1
aircrafts_sample_4,6,1,159987,1,1
aircrafts_sample_4,7,0,121368,0,0
aircrafts_sample_4,8,2,130740,2,2
aircrafts_sample_4,9,2,188647,2,2
aircrafts_sample_4,10,0,111553,0,0
aircrafts_sample_40,1,0,149509,0,0
aircrafts_sample_40,2,0,145308,0,0
aircrafts_sample_40,3,0,117995,0,0
aircrafts_sample_40,4,0,77665,0,0
aircrafts_sample_40,5,0,91086,0,0
aircrafts_sample_40,6,0,121285,0,0
aircrafts_sample_40,7,0,78773,0,0
aircrafts_sample_40,8,0,67497,0,0
aircrafts_sample_40,9,0,72674,0,0
aircrafts_sample_40,10,0,83789,0,0
aircrafts_sample_5,1,0,102769,0,0
aircrafts_sample_5,2,1,137331,1,1
aircrafts_sample_5,3,0,111385,0,0
aircrafts_sample_5,4,1,81817,1,1
aircrafts_sample_5,5,0,130608,0,0
aircrafts_sample_5,6,1,159027,1,1
aircrafts_sample_5,7,0,116066,0,0
aircrafts_sample_5,8,0,112237,0,0
aircrafts_sample_5,9,0,84092,0,0
aircrafts_sample_5,10,4,118046,4,4
aircrafts_sample_6,1,3,172112,3,3
aircrafts_sample_6,2,1,165772,1,1
aircrafts_sample_6,3,0,122970,0,0
aircrafts_sample_6,4,0,125536,0,0
aircrafts_sample_6,5,0,134638,0,0
aircrafts_sample_6,6,3,150354,3,3
aircrafts_sample_6,7,0,154573,0,0
aircrafts_sample_6,8,0,123737,0,0
aircrafts_sample_6,9,5,185793,5,5
aircrafts_sample_6,10,0,108213,0,0
aircrafts_sample_7,1,0,148534,0,0
aircrafts_sample_7,2,0,51650,0,0
aircrafts_sample_7,3,0,159008,0,0
aircrafts_sample_7,4,0,80451,0,0
aircrafts_sample_7,5,0,89591,0,0
aircrafts_sample_7,6,0,87655,0,0
aircrafts_sample_7,7,0,119564,0,0
aircrafts_sample_7,8,0,84120,0,0
aircrafts_sample_7,9,0,103286,0,0
aircrafts_sample_7,10,0,80617,0,0
aircrafts_sample_8,1,3,177258,3,3
aircrafts_sample_8,2,0,189685,0,0
aircrafts_sample_8,3,0,192852,0,0
aircrafts_sample_8,4,0,173164,0,0
aircrafts_sample_8,5,0,177281,0,0
aircrafts_sample_8,6,0,191466,0,0
aircrafts_sample_8,7,1,174553,1,1
aircrafts_sample_8,8,1,164255,1,1
aircrafts_sample_8,9,0,144828,0,0
aircrafts_sample_8,10,0,122278,0,0
aircrafts_sample_9,1,1,174545,1,1
aircrafts_sample_9,2,1,114469,1,1
aircrafts_sample_9,3,0,165196,0,0
aircrafts_sample_9,4,1,144935,1,1
aircrafts_sample_9,5,0,178894,0,0
aircrafts_sample_9,6,0,88552,0,0
aircrafts_sample_9,7,0,136059,0,0
aircrafts_sample_9,8,0,106830,0,0
aircrafts_sample_9,9,0,119853,0,0
aircrafts_sample_9,10,4,192787,4,4
